timestamp,zone_id,temp_C,CO_ppm,CH4_pct,CO2_pct,O2_pct,air_temp_C,RH_pct,rain_mm,wind_ms,thermal_index,confirmed_event
2026-09-08 18:00:00,A,38.67,7.26,5.571,17.85,12.429,31.18,63.4,0.0,1.31,0.201,0
2026-09-08 18:10:00,A,38.34,5.57,5.758,18.277,12.599,31.58,64.8,0.0,0.71,0.206,0
2026-09-08 18:20:00,A,38.84,5.41,5.565,18.524,12.653,31.4,66.6,0.0,2.49,0.218,0
2026-09-08 18:30:00,A,38.03,5.72,5.756,18.187,11.977,30.93,65.9,0.0,1.0,0.218,0
2026-09-08 18:40:00,A,37.83,7.44,6.014,18.457,12.943,31.6,66.1,0.0,2.33,0.215,0
2026-09-08 18:50:00,A,38.24,7.15,5.713,18.046,12.503,31.0,68.4,0.0,2.43,0.22,0
2026-09-08 19:00:00,A,37.53,6.09,5.543,18.513,11.739,30.62,67.3,0.0,1.08,0.231,0
2026-09-08 19:10:00,A,38.21,7.04,6.005,19.253,12.876,30.3,67.4,0.0,2.45,0.243,0
2026-09-08 19:20:00,A,37.22,7.66,5.42,17.401,12.9,31.02,68.3,0.0,2.8,0.218,0
2026-09-08 19:30:00,A,37.72,6.42,6.326,19.031,12.271,30.57,69.0,0.0,2.5,0.238,0
2026-09-08 19:40:00,A,38.43,5.17,5.738,18.846,12.58,29.71,72.6,0.0,2.06,0.224,0
2026-09-08 19:50:00,A,37.62,5.61,5.617,18.676,12.46,30.75,69.6,0.0,1.52,0.22,0
2026-09-08 20:00:00,A,37.4,7.82,5.596,18.967,12.311,30.29,70.7,0.0,1.8,0.207,0
2026-09-08 20:10:00,A,37.0,7.63,5.736,19.383,13.169,30.22,71.7,0.0,1.56,0.2,0
2026-09-08 20:20:00,A,37.29,4.13,5.431,18.121,12.234,29.83,73.8,0.0,1.77,0.234,0
2026-09-08 20:30:00,A,36.86,8.16,5.97,18.886,12.554,30.22,72.5,0.0,2.22,0.201,0
2026-09-08 20:40:00,A,37.14,7.48,5.558,18.048,12.795,29.83,73.0,0.0,1.52,0.208,0
2026-09-08 20:50:00,A,36.71,5.96,5.63,17.874,12.661,29.35,72.3,0.0,2.49,0.218,0
2026-09-08 21:00:00,A,37.58,7.59,5.624,18.66,12.224,29.33,76.6,0.0,1.34,0.216,0
2026-09-08 21:10:00,A,37.12,7.68,5.393,18.054,12.675,29.02,76.7,0.0,2.02,0.229,0
2026-09-08 21:20:00,A,36.9,8.06,6.308,18.784,12.751,29.16,74.6,0.0,1.51,0.205,0
2026-09-08 21:30:00,A,36.9,7.9,5.7,19.105,12.854,29.21,73.9,0.0,2.25,0.234,0
2026-09-08 21:40:00,A,37.46,7.11,5.775,19.194,12.392,29.03,77.5,0.0,1.66,0.232,0
2026-09-08 21:50:00,A,37.81,7.4,5.658,19.317,12.454,29.02,76.9,0.0,1.36,0.207,0
2026-09-08 22:00:00,A,37.51,7.45,5.697,17.492,12.488,27.71,77.3,0.0,1.6,0.228,0
2026-09-08 22:10:00,A,37.37,5.18,5.991,17.885,12.871,28.45,74.3,0.0,2.88,0.231,0
2026-09-08 22:20:00,A,36.8,9.06,6.003,18.912,12.1,28.21,79.6,0.0,2.19,0.23,0
2026-09-08 22:30:00,A,37.46,7.76,5.667,18.513,11.943,28.31,78.7,0.0,1.94,0.248,0
2026-09-08 22:40:00,A,37.2,6.54,6.013,18.986,12.537,28.13,76.4,0.0,2.6,0.217,0
2026-09-08 22:50:00,A,36.49,7.62,5.76,19.083,12.703,28.19,78.0,0.0,1.67,0.233,0
2026-09-08 23:00:00,A,36.75,8.68,5.432,18.35,12.658,28.41,77.9,0.0,2.81,0.26,0
2026-09-08 23:10:00,A,36.68,8.2,5.699,17.989,12.721,28.47,78.8,0.0,1.77,0.207,0
2026-09-08 23:20:00,A,36.22,8.38,6.009,17.865,12.588,27.65,79.7,0.0,1.73,0.213,0
2026-09-08 23:30:00,A,36.72,6.57,5.665,18.631,12.338,27.84,81.2,0.0,1.23,0.216,0
2026-09-08 23:40:00,A,37.23,7.15,5.919,18.881,12.426,28.12,79.7,0.0,1.6,0.237,0
2026-09-08 23:50:00,A,36.92,4.75,5.442,18.487,12.522,28.27,79.2,0.0,1.42,0.224,0
2026-09-09 00:00:00,A,36.39,6.79,5.334,18.42,12.677,27.27,79.3,0.0,1.09,0.233,0
2026-09-09 00:10:00,A,36.72,6.43,5.789,18.2,12.837,28.16,80.1,0.0,1.42,0.204,0
2026-09-09 00:20:00,A,36.52,7.33,5.762,18.62,12.319,27.58,82.3,0.0,2.06,0.218,0
2026-09-09 00:30:00,A,36.24,7.04,5.889,18.609,12.429,27.55,78.7,0.0,1.63,0.211,0
2026-09-09 00:40:00,A,37.24,6.31,5.502,18.156,12.405,27.94,82.3,0.0,0.71,0.212,0
2026-09-09 00:50:00,A,36.5,6.87,5.605,18.175,12.86,26.86,78.6,0.0,2.27,0.212,0
2026-09-09 01:00:00,A,36.69,5.85,5.806,18.461,12.761,28.12,82.6,0.0,2.0,0.214,0
2026-09-09 01:10:00,A,36.48,5.64,5.665,18.067,12.391,27.93,80.9,0.0,1.59,0.224,0
2026-09-09 01:20:00,A,36.7,8.18,6.118,18.409,12.365,27.91,80.3,0.0,2.45,0.212,0
2026-09-09 01:30:00,A,37.19,6.45,6.055,18.975,12.642,27.91,83.9,0.0,1.7,0.203,0
2026-09-09 01:40:00,A,36.49,5.67,5.969,18.079,12.536,27.62,83.4,0.0,1.9,0.212,0
2026-09-09 01:50:00,A,36.82,7.17,5.599,18.96,12.902,27.96,82.9,0.0,1.4,0.237,0
2026-09-09 02:00:00,A,37.03,6.43,6.088,18.041,12.579,28.01,81.4,0.0,2.11,0.222,0
2026-09-09 02:10:00,A,36.41,5.13,5.607,18.723,12.356,27.93,83.3,0.0,1.7,0.204,0
2026-09-09 02:20:00,A,36.71,7.39,5.633,18.493,12.494,28.87,78.9,0.0,1.6,0.187,0
2026-09-09 02:30:00,A,36.39,7.37,5.719,17.953,12.168,28.75,77.6,0.0,2.01,0.231,0
2026-09-09 02:40:00,A,36.69,8.84,6.181,18.626,12.504,27.79,79.8,0.0,1.44,0.198,0
2026-09-09 02:50:00,A,37.3,7.98,6.009,18.44,12.489,28.38,78.5,0.0,2.33,0.2,0
2026-09-09 03:00:00,A,36.08,7.37,5.743,18.703,12.29,28.29,79.6,0.0,1.35,0.196,0
2026-09-09 03:10:00,A,36.44,6.23,5.71,18.763,12.756,28.38,79.4,0.0,1.15,0.227,0
2026-09-09 03:20:00,A,37.27,5.27,6.041,18.84,12.602,28.94,80.8,0.0,2.07,0.221,0
2026-09-09 03:30:00,A,36.61,8.93,5.666,18.466,11.829,28.5,78.9,0.0,2.25,0.248,0
2026-09-09 03:40:00,A,36.66,7.32,5.891,18.023,12.201,28.71,74.8,0.0,2.15,0.222,0
2026-09-09 03:50:00,A,37.0,5.09,6.041,18.504,12.524,29.12,82.1,0.0,2.52,0.221,0
2026-09-09 04:00:00,A,36.75,5.84,5.922,19.103,11.872,28.8,77.6,0.0,1.34,0.233,0
2026-09-09 04:10:00,A,37.11,6.83,5.747,18.458,12.34,28.99,76.4,0.0,3.07,0.213,0
2026-09-09 04:20:00,A,36.85,6.67,6.048,18.575,12.032,28.78,77.2,0.0,0.93,0.228,0
2026-09-09 04:30:00,A,37.39,5.73,5.849,17.584,12.776,28.68,76.5,0.0,2.76,0.217,0
2026-09-09 04:40:00,A,37.14,7.69,5.734,18.322,12.845,29.3,77.0,0.0,1.58,0.231,0
2026-09-09 04:50:00,A,36.72,6.53,5.854,18.751,12.294,28.73,78.9,0.0,1.16,0.193,0
2026-09-09 05:00:00,A,38.06,5.88,5.933,18.822,12.682,29.36,74.4,0.0,1.23,0.205,0
2026-09-09 05:10:00,A,37.39,7.25,5.515,18.225,11.753,29.21,73.0,0.0,1.91,0.248,0
2026-09-09 05:20:00,A,37.62,7.19,5.864,18.753,12.685,29.32,70.1,0.0,2.97,0.196,0
2026-09-09 05:30:00,A,37.46,7.11,6.026,19.049,11.856,29.85,72.3,0.0,2.29,0.213,0
2026-09-09 05:40:00,A,37.96,5.97,5.794,19.461,12.664,29.83,73.9,0.0,2.29,0.243,0
2026-09-09 05:50:00,A,37.47,7.27,5.867,18.701,12.374,29.83,71.6,0.0,1.21,0.22,0
2026-09-09 06:00:00,A,37.52,7.75,5.597,18.805,12.652,30.7,72.9,0.0,2.14,0.217,0
2026-09-09 06:10:00,A,37.94,6.9,5.84,17.792,12.742,30.41,73.6,0.0,1.65,0.221,0
2026-09-09 06:20:00,A,38.07,6.79,5.672,17.875,12.297,30.46,71.5,0.0,1.52,0.214,0
2026-09-09 06:30:00,A,37.52,8.4,6.01,17.893,12.508,30.81,70.5,0.0,0.72,0.214,0
2026-09-09 06:40:00,A,37.84,7.65,5.723,19.089,12.695,30.38,68.2,0.0,1.55,0.218,0
2026-09-09 06:50:00,A,38.51,7.36,5.779,18.013,12.1,30.62,67.5,0.0,1.61,0.199,0
2026-09-09 07:00:00,A,38.21,8.08,5.585,17.85,11.923,30.49,68.1,0.0,1.78,0.206,0
2026-09-09 07:10:00,A,38.44,6.16,5.455,18.314,12.624,30.93,68.8,0.0,2.3,0.238,0
2026-09-09 07:20:00,A,38.26,6.82,5.625,17.951,12.706,31.4,64.2,0.0,1.71,0.242,0
2026-09-09 07:30:00,A,38.41,6.15,5.687,18.417,12.272,31.09,68.5,0.0,1.61,0.246,0
2026-09-09 07:40:00,A,37.65,6.83,5.654,19.675,12.35,31.9,66.3,0.0,1.84,0.232,0
2026-09-09 07:50:00,A,37.94,7.99,5.776,18.437,12.47,31.72,66.1,0.0,1.51,0.203,0
2026-09-09 08:00:00,A,38.12,6.17,5.402,18.007,12.526,32.32,65.6,0.0,2.49,0.22,0
2026-09-09 08:10:00,A,38.59,6.98,5.944,18.136,12.023,32.24,61.7,0.0,2.76,0.215,0
2026-09-09 08:20:00,A,39.08,6.29,5.617,18.243,12.89,31.25,61.8,0.0,1.93,0.229,0
2026-09-09 08:30:00,A,38.67,6.38,5.476,18.877,12.776,32.58,61.9,0.0,1.06,0.24,0
2026-09-09 08:40:00,A,38.3,5.17,5.527,18.772,12.568,32.66,61.9,0.0,1.7,0.21,0
2026-09-09 08:50:00,A,39.08,7.21,5.35,18.235,12.473,32.34,62.9,0.0,2.13,0.223,0
2026-09-09 09:00:00,A,38.6,7.1,5.962,19.576,12.53,32.56,62.6,0.0,0.98,0.209,0
2026-09-09 09:10:00,A,38.48,4.55,6.168,18.335,12.504,33.14,59.0,0.0,2.1,0.203,0
2026-09-09 09:20:00,A,39.29,6.97,5.757,18.894,12.101,32.81,60.6,0.0,2.25,0.218,0
2026-09-09 09:30:00,A,38.86,4.27,6.17,18.312,12.749,32.68,59.7,0.0,2.7,0.244,0
2026-09-09 09:40:00,A,38.92,7.17,5.713,19.1,12.48,33.54,58.8,0.0,1.63,0.229,0
2026-09-09 09:50:00,A,38.89,5.79,6.078,18.841,12.493,32.97,61.3,0.0,1.25,0.243,0
2026-09-09 10:00:00,A,39.67,6.83,5.72,19.149,12.678,33.5,60.4,0.0,2.47,0.218,0
2026-09-09 10:10:00,A,39.05,9.65,5.41,18.266,12.862,33.4,61.7,0.0,3.22,0.227,0
2026-09-09 10:20:00,A,38.51,8.22,5.59,18.02,12.807,33.73,58.3,0.0,1.64,0.225,0
2026-09-09 10:30:00,A,39.51,7.86,5.981,18.49,12.548,33.78,58.4,0.0,1.7,0.232,0
2026-09-09 10:40:00,A,39.35,7.94,5.859,17.965,12.721,33.58,55.9,0.0,1.31,0.248,0
2026-09-09 10:50:00,A,39.16,5.13,5.777,17.975,12.323,33.6,58.2,0.0,1.57,0.22,0
2026-09-09 11:00:00,A,39.2,6.28,5.717,17.504,12.265,34.01,56.8,0.0,1.9,0.23,0
2026-09-09 11:10:00,A,39.29,8.15,5.817,18.875,12.009,33.63,55.6,0.0,2.69,0.23,0
2026-09-09 11:20:00,A,39.43,7.25,5.645,18.186,12.339,33.89,53.7,0.0,1.83,0.219,0
2026-09-09 11:30:00,A,39.53,5.61,5.841,19.771,12.502,34.06,54.2,0.0,1.89,0.214,0
2026-09-09 11:40:00,A,39.62,8.51,5.827,18.486,12.89,34.13,54.6,0.0,1.15,0.21,0
2026-09-09 11:50:00,A,38.9,7.98,5.241,18.081,12.605,33.81,54.9,0.0,0.34,0.207,0
2026-09-09 12:00:00,A,39.57,7.79,6.158,18.719,12.718,33.94,56.8,0.0,2.79,0.202,0
2026-09-09 12:10:00,A,39.44,5.59,5.556,18.886,12.718,34.19,56.7,0.0,2.67,0.218,0
2026-09-09 12:20:00,A,39.17,5.54,5.618,18.406,12.848,33.98,51.9,0.0,1.7,0.223,0
2026-09-09 12:30:00,A,39.25,8.99,5.817,17.72,12.501,34.28,55.7,0.0,1.86,0.228,0
2026-09-09 12:40:00,A,39.95,8.27,5.793,18.34,12.587,34.64,55.9,0.0,1.54,0.233,0
2026-09-09 12:50:00,A,39.41,5.73,5.845,18.735,12.688,33.41,56.1,0.0,1.86,0.207,0
2026-09-09 13:00:00,A,39.82,7.29,5.193,18.015,12.345,34.05,54.5,0.0,1.35,0.205,0
2026-09-09 13:10:00,A,39.55,6.05,5.322,18.401,12.603,34.9,51.0,0.0,2.58,0.206,0
2026-09-09 13:20:00,A,39.11,7.37,5.719,18.307,12.59,34.41,54.8,0.0,2.15,0.204,0
2026-09-09 13:30:00,A,39.37,7.73,5.546,17.985,12.476,34.04,52.3,0.0,2.33,0.232,0
2026-09-09 13:40:00,A,39.22,6.82,5.563,18.854,12.161,33.97,54.1,0.0,2.67,0.239,0
2026-09-09 13:50:00,A,39.7,7.26,5.993,18.921,11.884,34.08,57.4,0.0,1.96,0.225,0
2026-09-09 14:00:00,A,39.24,7.34,5.803,18.641,12.589,34.13,53.1,0.0,1.48,0.236,0
2026-09-09 14:10:00,A,39.19,7.23,5.714,18.661,12.384,34.08,56.0,0.0,1.64,0.22,0
2026-09-09 14:20:00,A,39.16,8.93,6.283,18.367,12.204,33.83,59.9,0.0,2.34,0.221,0
2026-09-09 14:30:00,A,39.35,5.6,5.729,18.7,12.943,34.37,55.3,0.0,2.88,0.231,0
2026-09-09 14:40:00,A,39.19,5.65,5.605,18.135,12.56,33.3,55.4,0.0,1.91,0.207,0
2026-09-09 14:50:00,A,39.54,8.7,5.962,19.161,12.238,33.84,57.0,0.0,2.15,0.229,0
2026-09-09 15:00:00,A,38.66,8.51,5.87,17.879,12.271,33.87,58.2,0.0,2.0,0.233,0
2026-09-09 15:10:00,A,39.66,7.6,5.893,19.326,12.313,34.22,57.6,0.0,0.99,0.207,0
2026-09-09 15:20:00,A,39.27,5.76,6.051,19.005,12.684,34.05,57.1,0.0,1.35,0.22,0
2026-09-09 15:30:00,A,39.23,5.74,5.956,18.242,12.82,34.41,59.7,0.0,2.33,0.215,0
2026-09-09 15:40:00,A,39.08,7.87,5.582,18.014,12.547,33.21,58.1,0.0,1.6,0.223,0
2026-09-09 15:50:00,A,38.9,7.84,5.696,17.321,12.921,32.94,58.0,0.0,1.78,0.235,0
2026-09-09 16:00:00,A,39.25,6.68,5.566,17.779,12.611,33.04,56.7,0.0,1.3,0.243,0
2026-09-09 16:10:00,A,38.6,7.72,5.999,18.269,12.554,32.77,60.0,0.0,1.58,0.266,0
2026-09-09 16:20:00,A,39.3,7.26,5.893,18.803,12.288,33.15,62.4,0.0,0.68,0.227,0
2026-09-09 16:30:00,A,38.85,9.02,5.777,17.911,12.487,33.5,57.6,0.0,2.47,0.203,0
2026-09-09 16:40:00,A,38.52,5.95,5.599,18.667,12.372,32.3,58.8,0.0,1.76,0.21,0
2026-09-09 16:50:00,A,38.85,7.53,5.747,18.637,12.692,33.07,60.5,0.0,1.97,0.222,0
2026-09-09 17:00:00,A,38.3,6.57,5.504,17.691,12.911,33.02,63.5,0.0,1.41,0.223,0
2026-09-09 17:10:00,A,38.81,6.4,5.772,17.92,12.639,32.92,61.1,0.0,1.57,0.207,0
2026-09-09 17:20:00,A,38.76,8.23,5.23,18.033,12.384,31.82,62.1,0.0,2.29,0.213,0
2026-09-09 17:30:00,A,38.47,6.94,5.459,18.938,12.464,32.15,60.2,0.0,0.96,0.219,0
2026-09-09 17:40:00,A,38.46,6.27,5.663,18.233,12.308,31.69,65.1,0.0,1.3,0.227,0
2026-09-09 17:50:00,A,38.7,5.27,6.038,19.457,12.554,32.11,62.0,0.0,2.37,0.23,0
2026-09-09 18:00:00,A,38.49,6.13,5.414,18.976,12.396,31.88,64.3,0.0,1.77,0.223,0
2026-09-09 18:10:00,A,37.99,7.63,5.879,17.881,11.917,31.11,63.5,0.0,1.34,0.209,0
2026-09-09 18:20:00,A,37.93,5.51,5.99,19.41,12.679,31.95,68.0,0.0,2.36,0.239,0
2026-09-09 18:30:00,A,38.56,5.85,5.749,17.337,12.699,31.03,67.7,0.0,2.17,0.228,0
2026-09-09 18:40:00,A,37.78,5.88,6.015,18.748,12.154,31.49,68.6,0.0,1.18,0.219,0
2026-09-09 18:50:00,A,37.86,6.8,5.976,18.021,12.932,31.21,64.7,0.0,1.81,0.212,0
2026-09-09 19:00:00,A,37.83,7.04,5.788,17.697,12.499,31.27,66.5,0.0,1.17,0.232,0
2026-09-09 19:10:00,A,38.59,5.56,5.813,17.616,12.358,30.63,68.5,0.0,1.04,0.217,0
2026-09-09 19:20:00,A,37.91,7.57,5.546,18.292,12.523,30.62,70.3,0.0,1.61,0.245,0
2026-09-09 19:30:00,A,37.48,7.01,5.396,18.365,12.642,30.68,67.0,0.0,1.68,0.201,0
2026-09-09 19:40:00,A,37.72,5.25,6.098,18.452,12.666,30.43,73.5,0.0,1.69,0.214,0
2026-09-09 19:50:00,A,37.9,7.26,6.091,18.805,12.296,30.66,71.8,0.0,2.31,0.228,0
2026-09-09 20:00:00,A,37.41,6.4,5.552,18.334,12.508,30.76,73.7,0.0,2.46,0.238,0
2026-09-09 20:10:00,A,37.87,8.68,5.809,18.853,12.057,30.21,71.5,0.0,1.6,0.238,0
2026-09-09 20:20:00,A,37.71,8.23,6.065,19.043,12.108,30.2,71.9,0.0,1.22,0.209,0
2026-09-09 20:30:00,A,37.59,8.4,5.725,18.392,12.943,29.55,69.8,0.0,2.26,0.221,0
2026-09-09 20:40:00,A,37.06,6.12,5.973,18.894,12.576,29.59,72.8,0.0,2.02,0.228,0
2026-09-09 20:50:00,A,37.92,8.56,5.668,18.816,12.286,29.86,73.5,0.0,1.17,0.243,0
2026-09-09 21:00:00,A,37.33,7.02,6.018,18.41,12.43,29.83,74.2,0.0,2.4,0.209,0
2026-09-09 21:10:00,A,37.84,6.73,5.779,18.713,12.466,29.3,73.1,0.0,2.36,0.201,0
2026-09-09 21:20:00,A,37.29,6.72,6.08,18.25,12.492,29.31,76.5,0.0,2.35,0.195,0
2026-09-09 21:30:00,A,37.45,6.67,5.852,19.119,12.106,29.05,72.8,0.0,1.31,0.228,0
2026-09-09 21:40:00,A,37.34,8.18,5.907,18.731,12.107,28.87,77.6,0.0,1.9,0.209,0
2026-09-09 21:50:00,A,36.88,5.45,5.879,18.253,12.542,29.1,77.7,0.0,1.85,0.23,0
2026-09-09 22:00:00,A,37.16,8.9,5.787,19.472,12.459,28.39,76.5,0.0,2.32,0.224,0
2026-09-09 22:10:00,A,36.43,6.76,6.062,18.09,11.722,28.24,81.2,0.0,2.25,0.212,0
2026-09-09 22:20:00,A,36.45,5.4,5.621,18.839,12.523,28.71,79.3,0.0,2.48,0.221,0
2026-09-09 22:30:00,A,37.14,7.31,5.791,18.756,12.741,28.57,76.9,0.0,1.35,0.204,0
2026-09-09 22:40:00,A,36.89,6.48,5.783,18.173,12.601,28.65,77.2,0.0,1.64,0.225,0
2026-09-09 22:50:00,A,36.36,7.11,6.173,18.946,12.271,28.27,79.9,0.0,1.65,0.192,0
2026-09-09 23:00:00,A,36.54,5.87,5.832,18.367,12.326,27.56,78.7,0.0,1.82,0.218,0
2026-09-09 23:10:00,A,37.06,3.75,5.841,18.117,12.077,27.13,83.0,0.0,2.39,0.246,0
2026-09-09 23:20:00,A,36.83,6.7,5.915,18.65,12.913,28.21,80.7,0.0,1.68,0.223,0
2026-09-09 23:30:00,A,37.88,6.22,5.742,18.478,12.906,27.62,77.1,0.0,1.91,0.22,0
2026-09-09 23:40:00,A,36.95,6.8,5.739,17.599,12.12,28.13,81.4,0.0,2.85,0.243,0
2026-09-09 23:50:00,A,36.89,6.14,6.161,17.789,12.425,27.27,79.6,0.0,2.4,0.222,0
2026-09-10 00:00:00,A,36.59,6.99,6.183,18.671,12.484,27.88,79.3,0.0,2.04,0.238,0
2026-09-10 00:10:00,A,36.5,7.51,5.788,18.491,12.538,27.89,79.3,0.0,1.51,0.232,0
2026-09-10 00:20:00,A,36.69,6.59,6.125,17.583,12.645,27.88,77.7,0.0,1.81,0.244,0
2026-09-10 00:30:00,A,36.5,8.02,5.789,18.453,12.339,28.1,80.7,0.0,2.52,0.247,0
2026-09-10 00:40:00,A,36.63,7.69,5.558,18.106,12.916,28.08,80.3,0.0,2.02,0.237,0
2026-09-10 00:50:00,A,36.72,8.49,5.754,17.807,11.913,28.42,83.1,0.0,1.59,0.214,0
2026-09-10 01:00:00,A,36.94,8.84,5.978,18.604,12.475,27.38,82.1,0.0,2.21,0.222,0
2026-09-10 01:10:00,A,36.57,5.92,6.017,18.398,12.055,28.01,84.8,0.0,1.61,0.205,0
2026-09-10 01:20:00,A,36.79,7.62,5.931,17.868,12.292,27.87,80.7,0.0,2.19,0.206,0
2026-09-10 01:30:00,A,36.65,8.94,5.577,18.424,12.843,27.71,82.1,0.0,2.3,0.2,0
2026-09-10 01:40:00,A,37.25,6.93,5.822,18.439,12.676,28.08,80.2,0.0,1.31,0.199,0
2026-09-10 01:50:00,A,36.21,8.09,6.244,17.634,12.47,28.57,82.3,0.0,1.15,0.211,0
2026-09-10 02:00:00,A,35.99,6.4,5.703,17.937,12.244,27.47,76.2,0.0,2.65,0.227,0
2026-09-10 02:10:00,A,36.43,8.06,5.841,18.085,12.309,27.79,82.2,0.0,2.32,0.25,0
